sector,region,size,multiestablishment_firm,legal_status,percentage_ownership,owner_manager,number_companies_owned,private_foreing_companies,government_company,other_company,female_owner,family_ownership,ceo_politician,support_group,fte_started,manager_experience,top_manager_female,age_top_manager,education_top_manager,citizenship_top_manager,multinational_exp_top_manager,quality_certification,electrical_connection,power_outages,own_generator,application_water_connection,website,percentage_sales_main_product,sales,direct_sales,direct_sales_phone,direct_sales_online,direct_sales_other,national_sales,indirect_exports,direct_exports,losses_theft_products,domestic_supplies,foreign_supplies,formal_planning,taxes_prevent_growth,labor_reg_prevent_growth,market_demand_prevent_growth,kpis,production_targets,performance_bonus,main_market,competitors,foreign_technology,informal_competitors,product_innovation,product_inn_market,process_innovation,r&d,r&d_intensity,closing_covid,own_building,own_land,construction_permit,security,losses_fraudulent_transactions,internal_funds_workingcapital,bank_loans_workingcapital,other_loans_workingcapital,suppliers_customers_workingcapital,other_source_workingcapital,fixed_assets,savings_account,overdraft_facility,credit_line,outstanding_personal_loans,application_loans,certified_fin_statements,manager_timespent_regulations,tax_inspection,online_tax_payment,government_contract,percentage_informal_payments,import_lic,operating_licence,public_support,j30_taxrate_pos,j30_taxadmin_pos,j30_permit_pos,j30_instability_pos,j30_corruption_pos,j30_courts_pos,j30_safety_pos,j30_health_pos,j30_environment_pos,permanent_fte,permanent_fte_lastyear,EUl2_language_pos,EUl2_interpersonal_pos,EUl2_probsolve_pos,EUl2_manage_pos,EUl2_comp_pos,EUl2_math_pos,EUl2_tech_pos,temporal_workers,training,vacancies,EUl8_language_pos,EUl8_interpersonal_pos,EUl8_probsolve_pos,EUl8_manage_pos,EUl8_comp_pos,EUl8_math_pos,EUl8_tech_pos,m1a_finance_pos,m1a_land_pos,m1a_permit_pos,m1a_corruption_pos,m1a_courts_pos,m1a_crime_pos,m1a_trade_pos,m1a_electricity_pos,m1a_workforce_pos,m1a_labor_pos,m1a_instability_pos,m1a_informal_pos,m1a_taxadmin_pos,m1a_taxrate_pos,m1a_transport_pos,labor,cost_elctricity,weeks_remain_open,machinery_value,age,exp,innovation
Other services,South Netherlands,Medium,1,Shareholding company with non-traded shares or shares traded privately,100,1,1,100,0,0,0,100,0,1,0,40,0,59,2,1,1,1,0,0,0,0,1,70,8752892.0,100,0,0,0,50,25,25,0,0,0,1,0,0,0,1,1,1,National,0.0,1,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,2,0,1,0,0.0,0,0,0,4,7,5,8,6,1,9,2,3,35,33,4,3,5,7,6,1,2,0,1,1,4,3,5,7,6,1,2,4,10,5,13,6,11,12,15,3,7,14,9,8,1,2,3444844,7000,4.0,0.0,22.0,1,0
Other services,East Netherlands,Medium,0,Shareholding company with non-traded shares or shares traded privately,100,0,1,100,0,0,1,100,0,1,3,5,0,49,2,1,0,1,0,0,0,0,1,100,19000000.0,0,30,70,0,100,0,0,0,10,90,1,0,0,0,1,1,1,National,10.0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,100,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0.0,0,0,0,9,7,5,2,3,1,6,4,8,36,32,5,4,7,2,3,1,6,2,1,1,5,4,7,2,3,1,6,9,6,14,7,3,1,13,4,8,11,12,15,10,5,2,2300000,0,25.0,0.0,34.0,0,1
Manufacturing,East Netherlands,Medium,1,Shareholding company with non-traded shares or shares traded privately,100,1,1,0,0,0,0,100,0,1,10,35,0,47,2,1,1,1,0,0,0,0,1,85,4000000.0,100,0,0,0,60,0,40,0,50,50,1,0,0,1,1,1,0,National,10.0,0,0,1,1,1,1,30000.0,0,100,100,1,1,1,100,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0.0,0,1,1,5,1,4,2,8,3,9,7,6,80,50,5,6,4,2,7,3,1,0,1,1,5,6,4,2,7,3,1,14,1,13,2,15,12,9,7,11,6,10,3,4,5,8,1800000,150000,2.0,3500000.0,15.0,1,1
Retail services,East Netherlands,Small,1,Shareholding company with non-traded shares or shares traded privately,100,1,1,0,0,0,0,100,0,0,44,28,0,47,1,1,1,0,1,1,0,0,1,50,52000000.0,100,0,0,0,100,0,0,0,85,15,0,0,0,0,1,1,0,Local,3.0,0,0,0,0,0,0,0.0,1,100,0,0,1,1,50,0,0,50,0,1,1,1,0,0,0,0,2,0,1,0,0.0,0,0,1,3,6,1,8,5,9,4,2,7,55,47,7,3,1,2,5,6,4,1,1,1,7,3,1,2,5,6,4,11,6,7,8,12,9,4,13,14,15,1,5,2,10,3,1400000,113000,5.0,0.0,13.0,0,0
Other services,East Netherlands,Medium,1,Shareholding company with non-traded shares or shares traded privately,50,1,3,0,0,0,1,0,0,1,30,26,0,52,3,1,1,1,0,0,0,0,1,60,2315000.0,10,20,70,0,100,0,0,0,100,0,0,0,0,0,1,1,0,Local,3.0,0,1,1,1,1,0,0.0,0,33,100,0,1,0,40,50,0,10,0,1,1,1,1,1,1,1,10,0,1,0,0.0,0,0,1,9,6,2,7,3,1,4,8,5,29,32,2,5,6,7,3,1,4,5,1,1,2,5,6,7,3,1,4,6,1,12,15,3,10,14,8,5,11,13,2,9,4,7,771000,107000,12.0,0.0,13.0,0,1
Manufacturing,East Netherlands,Medium,1,Shareholding company with non-traded shares or shares traded privately,100,1,2,0,0,0,1,100,0,1,15,50,0,65,1,1,0,1,1,0,1,0,1,80,11000000.0,20,0,0,80,98,2,0,0,94,6,1,0,0,1,1,1,1,National,5500.0,1,0,1,0,1,0,0.0,0,100,100,0,0,0,0,40,0,60,0,1,1,1,0,0,1,1,5,0,1,0,0.0,0,0,0,9,6,4,3,7,8,2,1,5,20,18,5,6,4,3,7,1,2,5,1,1,5,6,4,3,7,1,2,9,12,4,3,7,1,2,14,5,11,13,6,8,15,10,1100000,30000,5.0,4000000.0,13.0,1,1
Manufacturing,South Netherlands,Medium,0,Shareholding company with non-traded shares or shares traded privately,100,0,3,0,0,0,1,100,0,1,40,15,0,46,2,1,0,1,0,0,0,0,1,100,8500000.0,0,95,0,5,2,0,98,0,20,80,0,1,1,0,1,1,1,International,5500.0,0,0,0,0,0,1,40000.0,0,100,100,0,1,1,100,0,0,0,0,0,1,0,0,0,0,1,10,1,1,0,0.0,0,0,1,5,9,6,3,8,1,2,4,7,38,35,5,7,6,3,4,1,2,0,1,1,5,7,6,3,4,1,2,12,9,10,15,8,1,13,11,7,6,4,5,14,2,3,2000000,28000,26.0,10000000.0,20.0,1,0
Retail services,East Netherlands,Large,0,Shareholding company with non-traded shares or shares traded privately,100,1,1,0,0,0,1,100,0,1,5,50,0,58,2,1,0,1,0,0,0,0,1,100,12900000.0,100,0,0,0,100,0,0,0,80,20,1,0,0,0,1,1,0,Local,5500.0,0,1,0,0,0,0,0.0,0,100,100,0,0,1,90,10,0,0,0,0,1,1,0,0,0,1,10,0,1,0,0.0,0,0,0,9,7,2,8,4,1,5,3,6,28,28,7,1,2,3,4,6,5,0,1,0,7,1,2,3,4,6,5,9,7,15,13,4,1,5,11,6,14,12,3,8,10,2,1150000,29000,0.0,0.0,124.0,0,0
Other services,West Netherlands,Medium,1,Shareholding company with non-traded shares or shares traded privately,100,0,1,100,0,0,0,100,0,1,2,30,0,53,1,1,0,1,0,0,0,0,1,75,10050000.0,0,90,0,10,100,0,0,0,20,80,0,0,0,0,1,1,1,National,9.0,0,0,1,1,1,0,0.0,0,100,100,0,1,0,100,0,0,0,0,1,1,0,0,0,0,1,5,0,1,0,0.0,0,0,0,1,3,9,4,7,8,6,2,5,32,31,5,4,7,2,1,3,6,0,1,1,5,4,7,2,1,3,6,14,13,9,4,11,8,6,2,15,3,12,7,10,1,5,2300000,5000,150.0,0.0,44.0,0,1
Other services,East Netherlands,Medium,0,Shareholding company with non-traded shares or shares traded privately,100,0,2,0,0,0,0,100,0,1,6,17,0,46,1,1,0,1,1,0,0,0,1,100,5000000.0,0,80,20,0,100,0,0,0,0,100,1,0,1,0,1,1,1,National,150.0,0,0,1,1,1,1,400000.0,0,0,0,0,1,0,100,0,0,0,0,1,1,1,1,0,0,0,3,0,1,0,0.0,0,0,0,3,1,2,7,5,6,8,9,4,30,30,3,4,2,1,5,6,7,0,0,1,3,4,2,1,5,6,7,11,1,2,7,5,6,8,14,12,3,10,13,15,9,4,2000000,12000,50.0,0.0,15.0,0,1
Manufacturing,West Netherlands,Medium,1,Sole proprietorship,100,1,1,0,0,0,0,100,0,1,1,20,0,39,1,1,1,0,0,1,0,0,1,95,1200000.0,10,80,0,10,100,0,0,0,20,80,1,1,1,0,1,1,0,National,8.0,0,0,0,0,0,0,0.0,0,80,80,0,1,0,80,20,0,0,0,1,1,1,1,0,0,1,3,0,1,0,0.0,0,0,0,3,4,5,9,7,2,8,1,6,8,5,3,4,5,2,6,7,1,20,0,1,3,4,5,2,6,7,1,3,12,5,9,7,2,11,13,6,14,1,4,15,8,10,310000,25000,0.0,400000.0,17.0,0,0
Retail services,West Netherlands,Medium,1,Shareholding company with non-traded shares or shares traded privately,100,1,1,0,0,0,0,100,0,1,30,35,0,58,1,1,1,1,0,1,0,0,1,100,13000000.0,94,0,6,0,100,0,0,0,80,20,0,0,0,0,1,1,1,Local,11.0,0,0,1,1,1,0,0.0,0,0,0,1,1,1,0,100,0,0,0,1,1,1,1,0,0,1,5,0,1,0,0.0,0,0,0,4,2,5,8,9,6,7,1,3,20,20,4,2,5,1,3,6,7,40,1,1,4,2,5,1,3,6,7,12,2,13,8,14,6,10,1,11,7,3,4,15,9,5,720000,52000,6.0,0.0,22.0,0,1
Retail services,West Netherlands,Medium,1,Other,100,0,1,0,0,100,1,0,0,1,3,20,1,62,2,1,1,0,0,0,0,0,1,100,2622661.0,70,0,3,27,100,0,0,0,100,0,1,1,0,1,1,1,0,Local,8.0,0,1,1,1,1,0,0.0,1,30,30,0,1,0,100,0,0,0,0,1,1,1,0,0,0,0,10,0,1,0,0.0,0,0,1,6,4,5,2,1,9,7,3,8,43,44,6,4,5,2,1,3,7,0,1,1,6,4,5,2,1,3,7,5,4,11,2,15,13,14,3,12,6,8,10,9,7,1,1700000,26000,24.0,0.0,23.0,0,1
Manufacturing,South Netherlands,Medium,0,Shareholding company with non-traded shares or shares traded privately,100,1,1,0,0,0,0,0,0,1,14,24,0,56,3,0,0,1,1,0,0,0,1,100,6500000.0,100,0,0,0,10,0,90,0,80,20,1,0,0,0,0,1,0,International,3.0,1,0,1,1,1,1,50000.0,0,100,100,0,0,0,50,0,0,50,0,1,1,1,1,0,0,1,2,0,1,0,0.0,0,0,1,2,5,1,8,9,4,6,7,3,20,15,1,5,7,2,3,4,6,0,1,1,1,5,7,2,3,4,6,11,5,14,8,15,4,6,12,3,10,13,7,2,1,9,700000,96000,4.0,3000000.0,4.0,1,1
Other services,South Netherlands,Medium,0,Shareholding company with non-traded shares or shares traded privately,90,1,1,0,0,0,0,0,0,1,0,35,0,56,1,1,1,0,0,0,0,0,1,100,20000000.0,30,70,0,0,99,0,1,0,90,10,1,1,0,0,1,1,1,Local,4.0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,50,0,0,50,1,1,1,1,0,0,1,1,0,1,0,0.0,0,0,0,9,8,2,4,1,6,5,7,3,30,30,3,5,2,4,1,6,7,0,1,1,3,5,2,4,1,6,7,9,8,2,11,12,15,14,7,3,5,13,1,4,10,6,1900000,15000,8.0,0.0,114.0,1,0
Other services,South Netherlands,Medium,1,Shareholding company with non-traded shares or shares traded privately,100,1,40,100,0,0,0,100,1,1,40,25,0,49,1,0,1,1,0,0,0,0,1,100,156477268.0,100,0,0,0,0,100,0,0,35,65,0,0,0,1,1,0,1,International,4.0,1,0,1,1,1,0,0.0,0,100,100,1,1,0,0,100,0,0,0,1,1,0,0,0,0,1,10,1,1,1,0.0,1,0,0,9,3,7,5,1,8,4,6,2,40,39,2,3,7,5,1,6,4,3,1,1,2,3,7,5,1,6,4,12,14,1,5,9,11,4,6,2,7,13,10,15,3,8,3822580,25000,4.0,0.0,25.0,1,1
Other services,South Netherlands,Medium,1,Shareholding company with non-traded shares or shares traded privately,51,0,1,0,0,0,1,100,0,1,1,24,0,52,2,1,0,0,0,0,0,0,1,100,8000000.0,0,99,1,0,85,0,15,0,10,90,0,1,0,0,1,1,0,National,30.0,0,0,1,1,1,0,0.0,0,0,0,0,1,0,0,75,0,25,0,1,1,1,0,0,1,1,5,0,1,1,0.0,0,0,0,3,9,1,8,2,5,4,7,6,32,32,1,3,6,7,2,5,4,0,1,1,1,3,6,7,2,5,4,3,10,9,13,2,14,11,12,6,5,4,7,8,15,1,850000,10000,12.0,0.0,41.0,1,1
Manufacturing,West Netherlands,Medium,1,Shareholding company with non-traded shares or shares traded privately,100,1,1,0,0,0,0,100,0,1,0,35,0,63,1,1,0,1,0,0,0,0,1,90,3300000.0,5,70,25,0,75,0,25,0,70,30,0,1,1,1,0,0,0,National,3.0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,0,50,0,20,30,1,1,1,0,1,0,1,10,1,1,0,0.0,0,0,1,7,4,1,9,6,8,3,2,5,35,35,7,4,1,5,6,2,3,1,0,0,7,4,1,5,6,2,3,11,4,1,7,14,8,3,13,10,12,15,9,2,6,5,1400000,100000,1.0,100000.0,56.0,1,0
Other services,East Netherlands,Medium,0,Shareholding company with non-traded shares or shares traded privately,100,1,1,0,0,0,0,100,0,1,1,30,0,46,2,1,0,1,1,1,0,1,0,100,14000000.0,1,30,5,64,90,3,7,0,20,80,1,0,1,1,1,1,1,National,275.0,0,0,1,1,1,1,200000.0,0,100,100,1,1,1,40,10,0,50,0,1,1,1,1,0,0,1,5,0,0,1,0.0,1,0,1,3,5,4,8,6,9,2,7,1,42,37,5,7,4,3,6,1,2,0,1,1,5,7,4,3,6,1,2,3,10,4,8,9,5,15,7,11,14,12,13,1,6,2,2500000,24000,16.0,0.0,37.0,1,1
Retail services,West Netherlands,Large,0,Shareholding company with non-traded shares or shares traded privately,63,1,1,0,0,0,1,100,0,1,22,45,0,60,3,1,0,1,0,0,0,0,1,60,11560000.0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,0,1,1,Local,10.0,0,0,1,1,1,0,0.0,0,0,0,0,1,1,0,100,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0.0,0,0,0,4,2,1,8,7,5,6,9,3,12,18,4,2,1,3,7,5,6,0,1,0,4,2,1,3,7,5,6,4,2,7,11,12,5,6,15,3,13,8,1,14,10,9,1100000,42000,3.0,0.0,17.0,0,1
Retail services,North Netherlands,Large,1,Shareholding company with non-traded shares or shares traded privately,60,1,1,0,0,0,1,100,0,1,33,21,0,48,3,1,1,1,0,0,0,0,1,100,14500000.0,95,0,5,0,100,0,0,1,0,0,0,1,1,1,1,1,1,Local,28.0,1,0,1,1,1,0,0.0,0,25,0,0,1,1,0,100,0,0,0,1,1,1,1,0,0,1,60,0,0,0,0.0,0,0,0,4,9,2,1,8,6,7,5,3,142,100,4,2,1,3,5,6,7,0,1,1,4,2,1,3,5,6,7,4,9,12,13,15,6,11,10,3,5,14,2,1,7,8,1200000,75000,0.0,0.0,9.0,0,1
Other services,East Netherlands,Medium,0,Shareholding company with non-traded shares or shares traded privately,51,0,2,0,0,0,1,0,1,1,10,18,0,64,2,1,1,0,0,0,0,0,1,100,15500000.0,99,0,1,0,85,0,15,0,40,60,0,0,0,1,1,1,1,National,2.0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,50,50,1,1,0,0,0,0,1,1,0,0,0,0.0,0,0,0,5,7,8,9,4,3,1,6,2,35,35,1,6,5,7,4,3,2,5,1,0,1,6,5,7,4,3,2,5,7,8,10,4,12,15,14,2,11,9,13,3,6,1,1900000,70000,16.0,0.0,32.0,1,0
Manufacturing,East Netherlands,Medium,0,Shareholding company with non-traded shares or shares traded privately,92,0,1,0,0,0,0,92,0,1,1,30,0,53,2,1,1,1,0,1,0,0,1,45,8000000.0,0,0,0,100,10,0,90,0,70,30,1,0,0,1,1,1,1,International,5.0,1,0,1,1,1,1,350000.0,0,0,0,0,1,0,100,0,0,0,0,1,1,1,0,0,0,1,3,0,1,0,0.0,0,0,1,8,9,3,6,2,4,5,1,7,40,60,1,7,3,6,2,4,5,0,0,1,1,7,3,6,2,4,5,11,1,12,6,2,14,13,3,7,9,8,10,5,15,4,900000,0,52.0,250000.0,46.0,1,1
Other services,West Netherlands,Medium,0,Shareholding company with non-traded shares or shares traded privately,38,1,1,0,0,0,1,0,0,1,30,11,0,30,1,1,0,0,0,0,0,0,1,100,1900000.0,100,0,0,0,100,0,0,0,100,0,0,0,1,1,0,1,1,Local,5500.0,1,0,0,0,0,0,0.0,1,0,0,0,1,0,100,0,0,0,0,1,1,1,0,0,0,1,5,0,1,0,0.0,0,1,1,6,9,2,7,4,3,5,8,1,8,8,6,1,2,7,4,3,5,0,0,1,6,1,2,7,4,3,5,6,15,2,7,12,3,5,11,8,13,14,4,9,10,1,650000,40000,4.0,0.0,11.0,0,0
Manufacturing,East Netherlands,Small,1,Shareholding company with non-traded shares or shares traded privately,100,0,1,100,0,0,0,0,0,1,0,19,0,57,0,0,1,1,0,0,0,0,1,100,11000000.0,100,0,0,0,20,0,80,0,0,100,0,0,0,0,1,1,1,International,2.0,0,0,0,0,0,0,0.0,0,80,80,0,1,0,90,0,0,8,2,0,1,1,0,0,0,0,10,0,1,0,0.0,0,0,0,7,3,6,4,5,1,9,8,2,11,12,7,3,6,4,5,1,2,3,1,1,7,3,6,4,5,1,2,15,3,12,4,11,5,1,8,2,13,14,6,9,10,7,900000,51000,0.0,0.0,22.0,1,0
Other services,South Netherlands,Medium,1,Shareholding company with non-traded shares or shares traded privately,100,0,10,100,0,0,1,100,0,1,4,5,0,52,3,1,0,0,0,0,0,0,1,100,66000000.0,0,50,0,50,60,0,40,0,2,98,1,0,0,0,1,1,1,National,5.0,0,0,1,1,1,1,100000.0,0,100,100,0,1,0,100,0,0,0,0,0,1,0,0,0,0,1,12,0,1,0,0.0,0,0,1,7,1,4,9,8,5,3,6,2,42,41,7,6,4,2,3,5,1,0,0,1,7,6,4,2,3,5,1,12,13,4,15,8,5,3,11,2,9,14,7,1,6,10,4000000,30000,26.0,0.0,50.0,1,1
Manufacturing,South Netherlands,Medium,1,Shareholding company with non-traded shares or shares traded privately,100,0,1,100,0,0,1,100,0,1,2,3,1,36,3,0,0,1,0,0,0,0,1,100,30086061.0,100,0,0,0,16,0,84,0,0,100,1,0,0,0,1,1,1,International,2.0,0,0,0,0,0,1,20000.0,0,0,0,0,1,0,100,0,0,0,0,1,1,0,0,0,0,1,5,0,1,0,0.0,0,0,0,8,4,2,7,6,5,3,1,9,44,42,1,4,2,7,6,5,3,0,1,1,1,4,2,7,6,5,3,11,10,2,7,8,12,3,1,9,13,15,5,14,6,4,3789000,54093,13.0,5000000.0,21.0,1,0
Other services,South Netherlands,Large,1,Shareholding company with shares traded on the stock market,34,0,1,15,0,11,1,34,0,1,3,13,0,43,3,1,0,0,0,1,1,1,1,95,2400000000.0,30,0,70,0,99,1,0,0,60,40,0,0,0,0,1,1,1,National,12.0,0,0,0,0,0,1,7000000.0,0,50,50,1,1,1,100,0,0,0,0,1,1,1,1,0,1,1,10,1,1,1,0.0,1,1,0,5,9,8,2,6,1,3,4,7,4100,4000,5,4,6,2,7,1,3,800,1,1,5,4,6,2,7,1,3,12,10,8,2,15,1,3,4,11,9,7,13,14,5,6,218000000,15000000,0.0,0.0,85.0,1,0
Retail services,South Netherlands,Medium,1,Shareholding company with non-traded shares or shares traded privately,94,0,1,2,0,94,0,94,0,1,85,25,0,47,3,1,1,1,0,0,0,0,1,100,69000000.0,100,0,0,0,10,15,75,0,5,95,0,0,0,0,1,1,0,International,20.0,0,0,1,0,1,1,25000.0,0,0,0,0,1,0,25,35,0,40,0,0,1,1,0,0,0,1,5,0,1,0,0.0,0,0,1,9,6,2,5,1,3,8,7,4,20,28,4,6,2,5,1,3,7,9,1,1,4,6,2,5,1,3,7,11,1,2,12,3,14,8,7,4,6,13,15,9,10,5,1700000,10000,0.0,0.0,22.0,1,1
Other services,East Netherlands,Medium,0,Shareholding company with non-traded shares or shares traded privately,100,1,1,0,0,0,0,100,0,1,2,17,0,41,2,1,0,1,0,0,0,0,1,95,11700000.0,0,100,0,0,60,0,40,0,60,40,0,0,0,0,1,1,1,National,22.0,0,0,1,0,1,1,25000.0,0,0,0,0,1,0,0,80,0,20,0,1,1,0,1,0,1,1,15,0,1,0,0.0,0,0,0,6,9,2,8,7,4,1,5,3,62,55,6,4,2,5,7,3,1,3,1,1,6,4,2,5,7,3,1,15,10,2,1,7,4,9,5,13,11,12,8,14,3,6,3900000,25000,5.0,0.0,37.0,1,1
Manufacturing,East Netherlands,Medium,1,Shareholding company with non-traded shares or shares traded privately,100,1,2,0,0,0,0,40,0,1,120,25,0,61,3,1,1,1,1,0,1,1,1,30,20000000.0,10,30,10,50,5,5,90,0,0,100,1,1,0,1,1,1,1,International,15.0,0,1,1,1,1,1,500000.0,0,100,100,0,1,0,40,30,0,30,0,1,1,1,1,1,0,1,10,0,1,0,0.0,1,0,1,2,3,9,1,7,8,6,5,4,58,70,2,3,4,5,1,7,6,5,0,1,2,3,4,5,1,7,6,12,3,9,11,7,1,6,15,13,8,4,2,14,10,5,3000000,120000,4.0,15000000.0,34.0,1,1
Manufacturing,West Netherlands,Medium,0,Shareholding company with non-traded shares or shares traded privately,100,0,1,0,0,0,0,0,0,1,0,23,0,47,3,1,0,1,0,0,0,0,1,60,10000000.0,20,0,0,80,30,0,70,0,90,10,1,0,0,1,0,1,1,International,7.0,0,0,1,0,1,1,2000.0,0,100,100,0,1,0,0,100,0,0,0,1,1,1,1,0,0,1,2,0,1,0,0.0,0,0,1,5,3,9,8,2,1,4,6,7,45,45,1,3,5,6,2,7,4,0,1,1,1,3,5,6,2,7,4,5,14,15,8,12,1,4,11,7,2,6,13,10,3,9,2500000,100000,8.0,1000000.0,33.0,1,1
Other services,East Netherlands,Large,0,Shareholding company with non-traded shares or shares traded privately,100,1,2,0,0,0,0,33,0,1,10,35,0,57,3,1,1,0,0,0,0,0,1,90,3000000.0,40,0,60,0,100,0,0,0,100,0,0,0,0,0,0,0,0,National,3.0,1,0,0,0,0,0,0.0,0,0,0,0,1,0,90,10,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0.0,0,0,1,6,1,4,7,2,5,3,9,8,10,10,6,1,4,7,2,5,3,0,0,1,6,1,4,7,2,5,3,13,1,12,10,2,11,15,14,8,7,5,4,6,9,3,375000,90000,16.0,0.0,9.0,0,0
Other services,West Netherlands,Medium,1,Shareholding company with non-traded shares or shares traded privately,66,0,1,0,0,0,0,0,0,1,50,3,1,34,1,1,1,1,0,0,0,0,1,100,7179002.0,0,0,0,100,70,30,0,0,20,80,1,0,0,0,1,1,0,Local,4.0,1,0,0,0,0,1,2600.0,0,0,0,0,1,0,100,0,0,0,0,0,1,1,0,0,0,1,40,0,1,0,0.0,0,0,0,9,3,2,5,4,7,6,1,8,48,43,1,3,2,5,4,7,6,3,1,1,1,3,2,5,4,7,6,15,3,12,11,4,8,7,1,10,6,13,14,5,2,9,2172985,4000,6.0,0.0,11.0,1,0
Manufacturing,East Netherlands,Medium,0,Shareholding company with non-traded shares or shares traded privately,100,0,1,0,0,0,0,0,0,1,2,30,0,54,1,1,1,1,0,0,0,0,1,90,10700000.0,0,95,0,5,90,0,10,0,20,80,1,0,0,0,1,1,1,National,1.0,0,0,0,0,0,0,0.0,0,0,0,1,1,0,100,0,0,0,0,1,1,1,1,0,0,1,5,0,1,0,0.0,0,0,1,2,8,1,5,7,9,3,4,6,61,59,2,4,1,7,6,5,3,0,1,1,2,4,1,7,6,5,3,2,10,8,5,7,12,3,4,11,9,13,14,15,1,6,2500000,110000,26.0,12000000.0,80.0,1,0
Other services,South Netherlands,Medium,1,Shareholding company with non-traded shares or shares traded privately,100,1,1,0,0,0,0,0,0,1,0,30,0,62,2,1,0,1,1,0,1,0,1,78,15935000.0,0,0,0,100,78,0,22,0,0,0,1,0,0,0,1,1,1,International,7.0,1,0,0,0,0,0,0.0,0,60,5,1,1,0,100,0,0,0,0,1,1,0,0,0,0,1,10,1,1,0,0.0,0,0,0,8,1,5,9,2,4,3,7,6,51,51,7,6,5,4,2,1,3,12,1,1,7,6,5,4,2,1,3,14,10,12,13,2,4,1,7,6,11,3,5,9,15,8,4536000,1064000,0.0,0.0,55.0,1,0
Other services,West Netherlands,Small,0,Shareholding company with non-traded shares or shares traded privately,100,1,1,0,0,0,1,100,0,1,7,47,1,61,1,1,1,0,1,0,0,0,1,40,1000000.0,25,50,10,15,70,0,30,0,95,5,0,0,1,1,0,1,1,Local,10.0,0,0,0,0,0,0,0.0,1,100,100,0,1,0,100,0,0,0,0,0,1,1,0,0,0,0,5,0,1,0,0.0,0,0,1,4,6,5,8,1,9,3,7,2,11,13,4,6,5,7,1,2,3,4,0,1,4,6,5,7,1,2,3,4,15,5,10,12,14,3,7,11,13,2,1,8,9,6,350000,24000,4.0,0.0,22.0,1,0
Other services,East Netherlands,Large,1,Shareholding company with non-traded shares or shares traded privately,100,0,1,0,0,0,1,100,0,1,10,36,1,60,1,1,0,1,1,0,0,1,1,100,167000000.0,0,0,0,100,98,2,0,0,50,50,1,0,0,0,1,1,1,National,5.0,0,0,0,0,0,1,500000.0,0,0,0,1,1,0,100,0,0,0,0,0,1,1,0,0,0,1,5,0,1,0,0.0,0,0,0,9,6,2,3,4,1,5,7,8,127,108,2,7,6,3,4,1,5,0,1,1,2,7,6,3,4,1,5,13,15,12,14,11,3,5,7,8,6,4,2,9,10,1,10600000,40000,100.0,0.0,46.0,1,0
Manufacturing,South Netherlands,Medium,0,Shareholding company with non-traded shares or shares traded privately,100,1,1,0,0,0,0,0,0,1,2,20,0,56,1,1,0,0,0,0,0,0,1,80,6300000.0,0,99,1,0,30,70,0,0,14,86,0,0,0,0,1,0,0,National,10.0,0,0,1,0,1,0,0.0,0,0,0,0,0,0,0,80,18,2,0,1,1,1,1,0,0,0,3,0,1,0,0.0,0,0,1,3,2,5,7,4,9,6,8,1,46,40,3,2,5,7,6,1,4,0,0,1,3,2,5,7,6,1,4,3,2,14,7,4,12,13,8,11,6,1,9,10,15,5,3300000,54000,4.0,2000000.0,39.0,1,1
Other services,North Netherlands,Small,1,Shareholding company with non-traded shares or shares traded privately,100,0,1,0,0,0,1,100,0,0,1,43,0,86,1,1,0,0,0,0,0,0,1,90,800000.0,5,5,90,0,75,0,25,0,50,50,0,0,0,1,0,0,0,National,2.0,0,0,0,0,0,0,0.0,0,100,100,0,0,0,0,0,0,0,100,0,1,1,0,1,0,1,10,1,1,0,0.0,0,0,1,6,3,7,9,2,4,1,8,5,5,7,6,3,1,5,2,4,7,0,1,0,6,3,1,5,2,4,7,15,11,13,9,12,4,1,8,14,10,3,2,7,5,6,125000,12000,8.0,0.0,43.0,1,0
Other services,South Netherlands,Medium,0,Shareholding company with non-traded shares or shares traded privately,78,1,1,0,0,0,0,78,0,1,1,2,0,46,2,1,1,0,0,0,0,0,1,100,6200000.0,0,100,0,0,100,0,0,0,80,20,0,0,0,1,1,1,1,National,4.0,0,0,0,0,0,1,5500.0,0,0,0,0,1,1,100,0,0,0,0,1,1,1,0,0,0,1,2,1,1,0,1.0,0,0,1,5,3,8,4,6,2,9,7,1,52,50,5,3,7,4,6,2,1,45,1,1,5,3,7,4,6,2,1,11,3,10,4,12,15,14,7,1,8,5,13,6,9,2,3046000,4845,20.0,0.0,25.0,0,0
